,fb_head,fb_relation,fb_tail
490,Timothy Evans,organization/role/leaders./organization/leadership/person,/m/0cv_2
491,/m/027cmm9,people/person/employment_history./business/employment_tenure/title,/m/0btx2g
492,/m/0_ylz5n,people/person/employment_history./business/employment_tenure/title,/m/0btx2g
493,/m/0bb5tw,people/person/employment_history./business/employment_tenure/title,/m/0btx2g
494,/m/0h7q0rq,people/person/employment_history./business/employment_tenure/title,/m/05k7sb
495,Jean-Marc Puissesseau,people/person/employment_history./business/employment_tenure/title,/m/02mwvv
496,Friedrich,people/person/places_lived./people/place_lived/location,/m/017v_
497,/m/0406vgn,organization/role/leaders./organization/leadership/person,/m/09pkf
498,Friedrich,people/person/places_lived./people/place_lived/location,/m/02rscps
499,/m/011x14ft,people/person/employment_history./business/employment_tenure/title,/m/02rscps
500,/m/0cx2r,organization/role/leaders./organization/leadership/person,/m/085srz
501,/m/025xzm,organization/role/leaders./organization/leadership/person,/m/0694qd
502,/m/025xzm,people/person/employment_history./business/employment_tenure/title,/m/07r9r0
503,/m/0cx2r,organization/role/leaders./organization/leadership/person,/m/04mzmmw
504,/m/0cx2r,organization/role/leaders./organization/leadership/person,Strategy+Group+for+Media
505,/m/05tjbz,people/person/employment_history./business/employment_tenure/title,/m/0dln6mf
506,Etonde+Maloke,people/person/employment_history./business/employment_tenure/title,/m/014cnc
507,/m/06lwq6,organization/role/leaders./organization/leadership/person,/m/01lvn4
508,/m/06gn7,people/person/employment_history./business/employment_tenure/title,/m/03x_sks
509,/m/06h90t,people/person/employment_history./business/employment_tenure/title,/m/02qkv0r
510,/m/025_74m,people/person/employment_history./business/employment_tenure/title,/m/02qkv0r
511,/m/0m_w6,organization/role/leaders./organization/leadership/person,/m/0cv_2
512,/m/02n670,people/person/employment_history./business/employment_tenure/title,/m/01t_55
513,/m/0d3qd0,people/person/employment_history./business/employment_tenure/title,/m/0d3qd0
514,/m/0jl0yx0,people/person/employment_history./business/employment_tenure/title,/m/02mjmr
515,/m/02zs4,organization/organization/headquarters./location/mailing_address/country,/m/07t58
516,/m/09k8g7,organization/role/leaders./organization/leadership/person,/m/02zs4
517,/m/09k8g7,people/person/employment_history./business/employment_tenure/title,/m/02mwvv
518,/m/063xbk,organization/role/leaders./organization/leadership/person,Kendall Wall Band
519,/m/0zbssjv,people/person/employment_history./business/employment_tenure/title,/m/02mjmr
520,/m/0nbhk23,people/person/employment_history./business/employment_tenure/title,/m/01t_55
521,/m/05b2r22,organization/role/leaders./organization/leadership/person,/m/01brfl
522,/m/0nbhk23,organization/role/leaders./organization/leadership/person,/m/07vp7
523,/m/07t58,organization/organization/headquarters./location/mailing_address/country,/m/05b7q
524,/m/01vlpc,organization/organization/headquarters./location/mailing_address/country,/m/048fz
525,Bruce+Klingner,organization/role/leaders./organization/leadership/person,/m/01tw7q
526,/m/017ql,organization/organization/headquarters./location/mailing_address/country,/m/07t58
527,/m/042f1,people/person/employment_history./business/employment_tenure/title,/m/02mjmr
528,/m/0k_2z,people/person/employment_history./business/employment_tenure/title,/m/04c_3b
529,/m/0k_2z,organization/role/leaders./organization/leadership/person,/m/085srz
530,/m/042dk,people/person/employment_history./business/employment_tenure/title,/m/02mjmr
531,/m/0d06m5,people/person/employment_history./business/employment_tenure/title,/m/02mjmr
532,Nate Smith,organization/role/leaders./organization/leadership/person,Texas secession movements
533,Peter+Kreko,organization/role/leaders./organization/leadership/person,/m/08qnnv
534,/m/0h7q0rq,people/person/employment_history./business/employment_tenure/title,/m/0h7q0rq
535,Jon+Alterman,organization/role/leaders./organization/leadership/person,/m/02n4mz
536,/m/0l8ps43,organization/role/leaders./organization/leadership/person,/m/03mdbqx
537,/m/0dnps,people/person/nationality,/m/02k54
538,Fahad+Nazer,organization/role/leaders./organization/leadership/person,Saudi+Embassy
539,/m/01z6ls,people/person/employment_history./business/employment_tenure/title,/m/0h7q0rq
540,/m/0204x1,organization/role/leaders./organization/leadership/person,/m/07r9r0
541,/m/01xcqs,people/person/employment_history./business/employment_tenure/title,/m/0250w0
542,/m/0h7q0rq,people/person/nationality,/m/01z215
543,/m/03dlf3,people/person/employment_history./business/employment_tenure/title,/m/02qkv0r
544,/m/0d8qb,people/person/employment_history./business/employment_tenure/title,/m/03dlf3
545,/m/0h63jfq,organization/role/leaders./organization/leadership/person,Frank
546,/m/05tjbz,organization/role/leaders./organization/leadership/person,/m/0d06m5
547,/m/0gg570x,people/person/employment_history./business/employment_tenure/title,/m/0465sdr
548,/m/03mdbqx,organization/role/leaders./organization/leadership/person,/m/0d06m5
549,/m/0h7q0rq,people/person/employment_history./business/employment_tenure/title,/m/012t_z
550,/m/0cqt90,organization/role/leaders./organization/leadership/person,/m/0cjdk
551,/m/012v1t,people/person/employment_history./business/employment_tenure/title,/m/0499g1
552,Ryan's World,people/person/employment_history./business/employment_tenure/title,/m/0cfpc
553,/m/012v1t,people/person/employment_history./business/employment_tenure/title,/m/0h7q0rq
554,/m/01xcd1,people/person/employment_history./business/employment_tenure/title,/m/0250w0
555,/m/01xcd1,organization/role/leaders./organization/leadership/person,/m/07r9r0
556,/m/025k5p,people/person/employment_history./business/employment_tenure/title,/m/0250w0
557,/m/025k5p,people/person/employment_history./business/employment_tenure/title,/m/01xcd1
558,/m/0286t7r,organization/role/leaders./organization/leadership/person,/m/085srz
559,/m/01tqr5,people/person/employment_history./business/employment_tenure/title,/m/07r9r0
560,/m/0l8ps43,organization/role/leaders./organization/leadership/person,/m/081sq
561,/m/018fzs,people/person/employment_history./business/employment_tenure/title,United States Speaker of the House
562,Shooting of Terence Crutcher,people/person/employment_history./business/employment_tenure/title,/m/01t2ln
563,/m/0h7q0rq,people/person/employment_history./business/employment_tenure/title,Omran Daqneesh
564,/m/02pjhgt,people/person/employment_history./business/employment_tenure/title,/m/02h6676
565,/m/0d06m5,organization/role/leaders./organization/leadership/person,/m/026wp
566,/m/012gx2,people/person/employment_history./business/employment_tenure/title,/m/02mjmr
567,/m/0l0cx,people/person/employment_history./business/employment_tenure/title,Lists of golfers
568,/m/06jvj7,organization/role/leaders./organization/leadership/person,/m/01bncw
569,/m/01b8g6,organization/role/leaders./organization/leadership/person,/m/059dn
570,/m/01b8g6,people/person/employment_history./business/employment_tenure/title,Secretary-General of the United Nations
571,/m/059dn,organization/role/leaders./organization/leadership/person,Jens
572,/m/0cqt90,people/person/places_lived./people/place_lived/location,/m/01n32
573,Jeffrey DeLaurentis,people/person/employment_history./business/employment_tenure/title,/m/07c5l
574,Getty+Obama,people/person/employment_history./business/employment_tenure/title,/m/0d04z6
575,Jeffrey DeLaurentis,people/person/employment_history./business/employment_tenure/title,/m/080ntlp
576,Getty+Obama,people/person/employment_history./business/employment_tenure/title,/m/0n46_gt
577,/m/0h7q0rq,people/person/employment_history./business/employment_tenure/title,/m/0n46_gt
578,/m/025s5v9,people/person/employment_history./business/employment_tenure/title,/m/02xy5
579,/m/06k3_t,organization/role/leaders./organization/leadership/person,/m/0275kr
580,/m/06k3_t,people/person/employment_history./business/employment_tenure/title,/m/04wk4z
581,/m/0h7q0rq,organization/role/leaders./organization/leadership/person,/m/06k3_t
582,/m/01tqr5,organization/role/leaders./organization/leadership/person,/m/07w42
583,/m/05st_r,organization/role/leaders./organization/leadership/person,/m/0kq5b
584,Stephen Anderson,people/person/employment_history./business/employment_tenure/title,/m/01fhsb
585,/m/0d0xkd,organization/role/leaders./organization/leadership/person,/m/09gbckv
586,/m/0cqt90,people/person/places_lived./people/place_lived/location,Umpa-Lumpaer
587,/m/03yjnwr,organization/role/leaders./organization/leadership/person,/m/01p06z
588,/m/03yjnwr,organization/role/leaders./organization/leadership/person,/m/0289n8t
589,/m/03yjnwr,people/person/employment_history./business/employment_tenure/title,/m/0d8qb
590,/m/0204x1,people/person/employment_history./business/employment_tenure/title,/m/0gs0g
591,Nicole+Mainor,people/person/employment_history./business/employment_tenure/title,/m/03mdbqx
592,Nicole+Mainor,organization/role/leaders./organization/leadership/person,/m/0fynw
593,Craig+Engle,people/person/employment_history./business/employment_tenure/title,/m/04cs6sm
594,/m/01w74d,organization/role/leaders./organization/leadership/person,/m/07r9r0
595,/m/01w74d,people/person/employment_history./business/employment_tenure/title,/m/04c_3b
596,/m/03j740,organization/role/leaders./organization/leadership/person,/m/01w74d
597,/m/03j7vg,organization/role/leaders./organization/leadership/person,Reid
598,/m/0g92xz,organization/role/leaders./organization/leadership/person,/m/04vy0g
599,/m/01xcqs,organization/role/leaders./organization/leadership/person,/m/07r9r0
600,/m/06qsh0,people/person/employment_history./business/employment_tenure/title,/m/0f5d2
601,/m/08w60w,people/person/employment_history./business/employment_tenure/title,/m/02mjmr
602,/m/0g5vy,organization/role/leaders./organization/leadership/person,/m/07t7hy
603,/m/0g5vy,people/person/nationality,/m/07t7hy
604,/m/07zcdm,people/person/employment_history./business/employment_tenure/title,/m/02mjmr
605,/m/060nzt,people/person/employment_history./business/employment_tenure/title,/m/01_d4
606,Sadiq+Khan+Trump,people/person/employment_history./business/employment_tenure/title,/m/01_d4
607,/m/060nzt,people/person/employment_history./business/employment_tenure/title,/m/0cqt90
608,/m/012gx2,people/person/employment_history./business/employment_tenure/title,/m/0cqt90
609,/m/060nzt,people/person/employment_history./business/employment_tenure/title,/m/03x_sks
610,/m/06w3g7j,people/person/employment_history./business/employment_tenure/title,/m/060s9
611,/m/0h7q0rq,people/person/employment_history./business/employment_tenure/title,/m/0bwl7t0
612,/m/0h7q0rq,people/person/employment_history./business/employment_tenure/title,/m/06slz5
613,/m/0bsfy,people/person/employment_history./business/employment_tenure/title,/m/02mjmr
614,/m/02wzck2,organization/role/leaders./organization/leadership/person,/m/0d42gh
615,/m/0bwh6,organization/role/leaders./organization/leadership/person,Facebook+TwitterHollywood
616,Mario+Macri,people/person/employment_history./business/employment_tenure/title,/m/02mjmr
617,/m/06l7l,organization/role/leaders./organization/leadership/person,/m/07q5n
618,/m/0gkh2,location/country/languages_spoken,/m/01z88t
619,Shooting of Jeremy Mardis,people/person/employment_history./business/employment_tenure/title,/m/03yc4j2
620,/m/01fhz1,people/person/employment_history./business/employment_tenure/title,/m/06lvrr
621,/m/024v2j,organization/role/leaders./organization/leadership/person,CNN+House
622,Robert+Milichs,people/person/employment_history./business/employment_tenure/title,/m/06lvrr
623,/m/0781kl,organization/role/leaders./organization/leadership/person,/m/02jf15
624,/m/0cqt90,people/person/employment_history./business/employment_tenure/title,Jimmy Dimora
625,/m/02_1m,organization/role/leaders./organization/leadership/person,/m/0157m
626,/m/0cqt90,people/person/employment_history./business/employment_tenure/title,/m/0t7g5
627,/m/08193,people/person/employment_history./business/employment_tenure/title,/m/02bms
628,/m/0cqt90,people/person/employment_history./business/employment_tenure/title,/m/08193
629,/m/0cqt90,people/person/nationality,/m/08193
630,Bill+Turpin,people/person/places_lived./people/place_lived/location,/m/02542p
631,/m/0crpt8,people/person/employment_history./business/employment_tenure/title,/m/0ply0
632,Thomas+Davidenko,organization/role/leaders./organization/leadership/person,/m/08g_yr
633,/m/06_w579,organization/role/leaders./organization/leadership/person,/m/08z129
634,/m/01n4f8,organization/role/leaders./organization/leadership/person,/m/04sv_8
635,/m/01n4f8,people/person/employment_history./business/employment_tenure/title,/m/04wk4z
636,/m/08r7gq,organization/role/leaders./organization/leadership/person,/m/0k__z
637,/m/08r7gq,people/person/employment_history./business/employment_tenure/title,/m/014cnc
638,/m/0cqt90,people/person/employment_history./business/employment_tenure/title,/m/03w9bnr
639,Jefferson Davis monument,/location/location/containedby,/m/0f2tj
640,/m/043q0,/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office,/m/020d5
641,/m/05xdp5,/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office,/m/0f2tj
642,/m/05xdp5,/people/person/employment_history./business/employment_tenure/title,/m/0pqc5
643,/m/02mjmr,/government/politician/government_positions_held./government/government_position_held/office_position_or_title,/m/060d2
644,/m/02mjmr,/people/person/ethnicity,/m/0x67
645,Beaureguard BillyBob Johnson,/base/popstra/organization/supporter./base/popstra/support/supporter,/m/020d5
646,/m/02z_b,/base/newsevents/news_reporting_organisation/news_reports./base/newsevents/news_report/event,/m/012hdhkj
647,/m/0rlz,/government/politician/government_positions_held./government/government_position_held/office_position_or_title,/m/060d2
648,/m/0cqt90,/base/newsevents/news_reporting_organisation/news_reports./base/newsevents/news_report/event,/m/0kbq
649,/m/0cqt90,/government/politician/party./government/political_party_tenure/party,/m/07wbk
650,/m/0rlz,/government/politician/party./government/political_party_tenure/party,/m/0d075m
651,/m/0cqt90,/food/diet_follower/follows_diet,/m/09b6t
652,The Red Shtick,/business/employer/employees./business/employment_tenure/person,/m/04lcmzy
653,/m/0kbq,/military/military_conflict/military_personnel_involved,/m/09b78
654,/m/09b78,"/people/profession/specializations , /people/person/profession",/m/03kll
655,/m/0cqt90,/government/politician/government_positions_held./government/government_position_held/office_position_or_title,/m/060d2
656,United States House Committee on Oversight and Government Reform,/organization/role/leaders./organization/leadership/person,/m/047blr4
657,/m/02_1m,/organization/role/leaders./organization/leadership/person,/m/06r04p
658,/m/0d06m5,/base/fight/crime_type/people_convicted_of_this_crime./base/crime/criminal_conviction/guilty_of,/m/07ppd
659,Freedom Crossroads,/business/employer/employees./business/employment_tenure/person,Louis Leweigh
660,Louis Leweigh,/people/person/profession,/m/02k13d
661,/m/0509p,/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity,/m/0157m
662,/m/0157m,/people/cause_of_death/people,/m/0509p
663,/m/0d06m5,/people/cause_of_death/people,/m/0509p
664,/m/0509p,/people/deceased_person/cause_of_death,/m/016x3s
665,/m/035y33,/people/profession/people_with_this_profession,/m/024tyk
666,/m/0cqt90,/base/popstra/celebrity/endorsements./base/popstra/paid_support/company,/m/06bnz
667,/m/024tyk,/medicine/notable_person_with_medical_condition/condition,/m/09klv
668,/m/024tyk,/government/politician/party./government/political_party_tenure/party,/m/0d075m
669,/m/024tyk,/people/appointed_role/appointment./people/appointment/appointed_by,/m/07t31
670,/m/024tyk,/people/person/ethnicity,/m/0x67
671,1tch,/business/employer/employees./business/employment_tenure/person,Teddy Stick
672,/m/03qk63k,/influence/influence_node/influenced,the poor
673,/m/01npnk3,/organization/membership_organization/members./organization/organization_membership/member,/m/0gg86
674,/m/01npnk3,/award/hall_of_fame_inductee/hall_of_fame_inductions./award/hall_of_fame_induction/hall_of_fame,/m/0ggkm
675,/m/0ggkm,/award/hall_of_fame/discipline,/m/04rlf
676,/m/01npnk3,/medicine/notable_person_with_medical_condition/condition,/m/0g02vk
677,/m/01npnk3,/people/person/place_of_birth,/m/05mph
678,/m/01npnk3,/people/person/places_lived./people/place_lived/location,/m/0r80l
679,/m/01npnk3,/music/musical_group/member./music/group_membership/member,Melody Ranch Girls
680,/m/01k3fvw,/music/artist/genre,/m/01lyv
681,/m/09l65,/people/profession/people_with_this_profession,/m/01npnk3
682,/m/0gbbt,/people/profession/people_with_this_profession,/m/01npnk3
683,/m/053f8h,/government/politician/party./government/political_party_tenure/party,/m/0d075m
684,/m/0d06m5,/people/appointer/appointment_made./people/appointment/appointee,/m/053f8h
685,/m/053f8h,/people/person/employment_history./business/employment_tenure/title,/m/048zv9l
686,/m/053f8h,/people/person/places_lived./people/place_lived/location,/m/07z1m
687,/m/07z1m,/government/political_district/representatives./government/government_position_held/office_holder,/m/053f8h
688,/m/022r9r,/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend,/m/0cqt90
689,/m/02607j,/location/location/containedby,/m/02_286
690,Not Who We Are campaign,/location/location/containedby,/m/02607j
691,/m/0cqt90,/base/fight/crime_type/people_convicted_of_this_crime./base/crime/criminal_conviction/guilty_of,/m/06d4h
692,Not Who We Are campaign,/organization/role/leaders./organization/leadership/person,Josh Hendler
693,Rob Bielunas,/people/person/education./education/education/institution,/m/02607j
694,/m/0cqt90,/government/politician/government_positions_held./government/government_position_held/office_position_or_title,/m/066q5c
695,/m/02mjmr,/people/person/place_of_birth,/m/03gh4
696,/m/06jvj7,/people/person/profession,moderator
697,/m/0d06m5,/government/politician/government_positions_held./government/government_position_held/office_position_or_title,/m/066q5c
698,/m/01cw8w,/medicine/disease/causes,/m/0294j
699,/m/0157m,/base/popstra/celebrity/endorsements./base/popstra/paid_support/company,/m/0243xw
700,/m/0157m,/organization/organization/board_members./organization/organization_board_membership/member,Clinton Health Access Initiative
701,/m/0157m,/base/fight/crime_type/people_convicted_of_this_crime./base/crime/criminal_conviction/guilty_of,/m/09pngm
702,/m/0cqt90,/influence/influence_node/influenced,/m/0x2gl
703,/m/0cqt90,/fictional_universe/fictional_character/species,Oompa Loompa
704,/m/0cqt90,/base/popstra/celebrity/supporter./base/popstra/support/supported_organization,/m/01b5_d
705,/m/0d06m5,/influence/influence_node/influenced_by,/m/0gsgr
706,/m/0d06m5,/medicine/notable_person_with_medical_condition/condition,/m/0g02vk
707,/m/0d06m5,/influence/influence_node/influenced,/m/09pngm
708,/m/0d075m,/base/popstra/celebrity/supporter./base/popstra/support/supported_organization,/m/06z49
709,/m/0d075m,/base/popstra/celebrity/supporter./base/popstra/support/supported_organization,/m/0dtbg9
710,/m/0157m,/base/fight/crime_type/people_convicted_of_this_crime./base/crime/criminal_conviction/guilty_of,/m/01fdjk
711,/m/0d06m5,/base/fight/crime_type/people_convicted_of_this_crime./base/crime/criminal_conviction/guilty_of,/m/06d4h
712,/m/02mjmr,/organization/organization_founder/organizations_founded,/m/027x630
713,/m/02j9z,/base/popstra/celebrity/supporter./base/popstra/support/supported_organization,/m/027x630
714,/m/09c7w0,/base/popstra/celebrity/supporter./base/popstra/support/supported_organization,/m/027x630
715,/m/027x630,/organization/organization/founders,/m/02mjmr
716,/m/02mjmr,/projects/project_role/projects./projects/project_participation/participant,/m/02h71z
717,/m/025s5v9,/medicine/notable_person_with_medical_condition/condition,/m/071d3
718,/m/02mjmr,/people/person/profession,/m/07jq_
719,/m/02mjmr,/people/person/place_of_birth,/m/019rg5
720,/m/02mjmr,/people/person/religion,/m/0flw86
721,/m/02mjmr,/base/fight/crime_type/people_convicted_of_this_crime./base/crime/criminal_conviction/guilty_of,/m/05cxz3
722,/m/0d06m5,/base/fight/crime_type/people_convicted_of_this_crime./base/crime/criminal_conviction/guilty_of,/m/05cxz3
723,/m/05mz656,/people/person/profession,/m/0pcq81q
724,/m/05mz656,/base/popstra/celebrity/supporter./base/popstra/support/supported_organization,/m/012hdhkj
725,/m/03cm6b3,/people/person/profession,/m/02h665k
726,/m/03cm6b3,/base/popstra/celebrity/supporter./base/popstra/support/supported_organization,/m/012hdhkj
727,/m/023fbk,/base/nobelprizes/nobel_subject_area/nobel_awards./base/nobelprizes/nobel_honor/nobel_prize_winner,/m/04sh3
728,/m/0g60g,/law/inventor/inventions,/m/07__7
729,Michael Oreskes,/people/person/profession,/m/014l7h
730,/m/0fzdz7,/people/person/profession,m/0mb31
731,/m/0fm2h,/government/politician/government_positions_held./government/government_position_held/office_position_or_title,/m/060bp
732,/m/0fm2h,/people/person/place_of_birth,/m/03spz
733,/m/0d06m5,/government/politician/party./government/political_party_tenure/party,/m/0d075m
734,Ben LaBolt,/projects/project_role/projects./projects/project_participation/participant,/m/0gk_h41
735,/m/0l8ps43,/projects/project_role/projects./projects/project_participation/participant,/m/081sq
